Cod.registro;ID do cliente;Nome do cliente;Sexo;Estado civil;Renda mensal (R$);Tipo da transação;data
t2748;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;08/11/2024
t2749;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;22/10/2024
t2750;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;10/12/2024
t2751;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;06/11/2024
t2752;52;Maria Pereira;Masculino;Viúvo(a);1251,33;pix;02/09/2024
t2753;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;30/09/2024
t2754;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;28/08/2024
t2755;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;11/08/2024
t2756;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;31/08/2024
t2757;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;30/08/2024
t2758;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;26/11/2024
t2759;59;Paulo Souza;Masculino;Solteiro(a);4626,61;pix;13/12/2024
t2760;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;19/11/2024
t2761;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;03/10/2024
t2762;62;Ricardo Araújo;Masculino;Casado(a);7862,92;saque;28/08/2024
t2763;63;João Souza;Masculino;Casado(a);8710,4;saque;07/08/2024
t2764;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;saque;22/07/2024
t2765;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;09/07/2024
t2766;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;10/08/2024
t2767;67;Maria Santos;Feminino;Casado(a);7073,73;saque;26/07/2024
t2768;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;17/07/2024
t2769;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;21/09/2024
t2770;70;Camila Silva;Feminino;Casado(a);9404,2;saque;04/09/2024
t2771;71;Ana Santos;Feminino;Viúvo(a);5536,68;saque;26/12/2024
t2772;72;Pedro Souza;Masculino;Solteiro(a);9206,39;saque;02/09/2024
t2773;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;02/12/2024
t2774;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;27/09/2024
t2775;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;saque;15/11/2024
t2776;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;28/12/2024
t2777;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;saque;17/10/2024
t2778;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;saque;13/09/2024
t2779;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;16/08/2024
t2780;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;02/08/2024
t2781;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;30/11/2024
t2782;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;29/11/2024
t2783;83;João Santos;Masculino;Viúvo(a);3293,73;saque;04/07/2024
t2784;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;19/09/2024
t2785;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;10/07/2024
t2786;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;28/07/2024
t2787;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;03/10/2024
t2788;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;04/12/2024
t2789;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;16/07/2024
t2790;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;saque;06/07/2024
t2791;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;04/10/2024
t2792;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;29/10/2024
t2793;93;Ana Silva;Feminino;Solteiro(a);7776,95;pix;02/11/2024
t2794;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;09/07/2024
t2795;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;30/07/2024
t2796;96;Maria Costa;Feminino;Solteiro(a);9138,77;saque;20/10/2024
t2797;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;03/09/2024
t2798;98;Carlos Lima;Masculino;Solteiro(a);2153,81;pix;06/09/2024
t2799;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;14/09/2024
t2800;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;saque;12/08/2024
t2801;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;pix;05/12/2024
t2802;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;03/10/2024
t2803;3;Camila Souza;Feminino;Casado(a);3075,08;saque;27/11/2024
t2804;4;Camila Costa;Feminino;Casado(a);4260,5;saque;28/11/2024
t2805;5;Beatriz Pereira;Feminino;Casado(a);3787,57;pix;12/11/2024
t2806;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;saque;04/10/2024
t2807;7;Paulo Araújo;Masculino;Casado(a);6946,26;pix;11/08/2024
t2808;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;06/10/2024
t2809;9;João Pereira;Masculino;Casado(a);6632,51;saque;15/10/2024
t2810;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;23/10/2024
t2811;11;Paulo Costa;Masculino;Divorciado(a);5495,68;saque;16/11/2024
t2812;12;Carlos Costa;Masculino;Casado(a);5143,81;pix;22/07/2024
t2813;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;05/12/2024
t2814;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;07/08/2024
t2815;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;09/11/2024
t2816;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;28/12/2024
t2817;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;saque;02/11/2024
t2818;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;24/10/2024
t2819;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;05/11/2024
t2820;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;26/08/2024
t2821;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;22/07/2024
t2822;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;23/07/2024
t2823;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;20/12/2024
t2824;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;saque;11/12/2024
t2825;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;28/08/2024
t2826;26;Ana Pereira;Feminino;Solteiro(a);5898,85;pix;16/09/2024
t2827;27;Ana Lima;Feminino;Casado(a);9045,74;pix;05/09/2024
t2828;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;pix;19/12/2024
t2829;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;24/09/2024
t2830;30;João Lima;Masculino;Solteiro(a);9251,39;saque;07/07/2024
t2831;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;06/09/2024
t2832;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;saque;20/12/2024
t2833;33;João Silva;Masculino;Divorciado(a);4977,08;pix;19/10/2024
t2834;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;26/08/2024
t2835;35;João Almeida;Masculino;Solteiro(a);8222,99;saque;13/12/2024
t2836;36;Paulo Silva;Masculino;Casado(a);8762,13;saque;01/07/2024
t2837;37;Paulo Nascimento;Masculino;Casado(a);1335,42;saque;12/08/2024
t2838;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;14/11/2024
t2839;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;saque;07/10/2024
t2840;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;20/12/2024
t2841;41;João Nascimento;Masculino;Viúvo(a);1235,29;saque;18/08/2024
t2842;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;04/12/2024
t2843;43;Maria Lima;Feminino;Casado(a);3563,85;pix;22/10/2024
t2844;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;04/08/2024
t2845;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;18/10/2024
t2846;46;João Costa;Masculino;Viúvo(a);2885,35;saque;19/08/2024
t2847;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;20/12/2024
t2848;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;pix;13/11/2024
t2849;49;Carlos Oliveira;Masculino;Casado(a);3082,95;saque;08/11/2024
t2850;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;11/07/2024
t2851;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;03/07/2024
t2852;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;04/10/2024
t2853;3;Camila Souza;Feminino;Casado(a);3075,08;saque;11/08/2024
t2854;4;Camila Costa;Feminino;Casado(a);4260,5;pix;28/11/2024
t2855;5;Beatriz Pereira;Feminino;Casado(a);3787,57;saque;22/08/2024
t2856;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;07/07/2024
t2857;7;Paulo Araújo;Masculino;Casado(a);6946,26;pix;21/10/2024
t2858;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;14/08/2024
t2859;9;João Pereira;Masculino;Casado(a);6632,51;saque;05/10/2024
t2860;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;09/08/2024
t2861;11;Paulo Costa;Masculino;Divorciado(a);5495,68;pix;26/10/2024
t2862;12;Carlos Costa;Masculino;Casado(a);5143,81;saque;25/07/2024
t2863;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;28/11/2024
t2864;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;18/10/2024
t2865;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;23/10/2024
t2866;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;24/11/2024
t2867;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;11/07/2024
t2868;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;01/09/2024
t2869;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;14/10/2024
t2870;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;27/07/2024
t2871;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;21/12/2024
t2872;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;saque;08/10/2024
t2873;23;Camila Santos;Feminino;Divorciado(a);4135,44;pix;10/12/2024
t2874;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;18/10/2024
t2875;25;Camila Araújo;Feminino;Divorciado(a);1446,38;saque;02/07/2024
t2876;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;31/08/2024
t2877;27;Ana Lima;Feminino;Casado(a);9045,74;saque;30/08/2024
t2878;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;17/09/2024
t2879;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;19/11/2024
t2880;30;João Lima;Masculino;Solteiro(a);9251,39;pix;26/10/2024
t2881;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;31/08/2024
t2882;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;07/09/2024
t2883;33;João Silva;Masculino;Divorciado(a);4977,08;pix;14/10/2024
t2884;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;02/10/2024
t2885;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;03/12/2024
t2886;36;Paulo Silva;Masculino;Casado(a);8762,13;saque;01/12/2024
t2887;37;Paulo Nascimento;Masculino;Casado(a);1335,42;pix;29/08/2024
t2888;38;Maria Almeida;Feminino;Casado(a);3826,69;saque;02/12/2024
t2889;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;07/08/2024
t2890;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;05/08/2024
t2891;41;João Nascimento;Masculino;Viúvo(a);1235,29;saque;30/07/2024
t2892;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;29/07/2024
t2893;43;Maria Lima;Feminino;Casado(a);3563,85;pix;24/12/2024
t2894;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;28/09/2024
t2895;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;25/10/2024
t2896;46;João Costa;Masculino;Viúvo(a);2885,35;saque;21/07/2024
t2897;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;saque;01/12/2024
t2898;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;14/11/2024
t2899;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;21/10/2024
t2900;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;pix;23/12/2024
t2901;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;28/09/2024
t2902;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;19/11/2024
t2903;3;Camila Souza;Feminino;Casado(a);3075,08;saque;14/10/2024
t2904;4;Camila Costa;Feminino;Casado(a);4260,5;saque;30/09/2024
t2905;5;Beatriz Pereira;Feminino;Casado(a);3787,57;pix;11/09/2024
t2906;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;16/11/2024
t2907;7;Paulo Araújo;Masculino;Casado(a);6946,26;pix;12/10/2024
t2908;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;14/09/2024
t2909;9;João Pereira;Masculino;Casado(a);6632,51;saque;08/09/2024
t2910;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;11/09/2024
t2911;11;Paulo Costa;Masculino;Divorciado(a);5495,68;saque;28/11/2024
t2912;12;Carlos Costa;Masculino;Casado(a);5143,81;pix;25/10/2024
t2913;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;saque;13/11/2024
t2914;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;saque;31/10/2024
t2915;15;Maria Silva;Feminino;Divorciado(a);5514,13;pix;09/07/2024
t2916;16;Carlos Santos;Masculino;Casado(a);1324,58;saque;07/09/2024
t2917;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;saque;10/07/2024
t2918;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;07/09/2024
t2919;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;21/10/2024
t2920;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;11/07/2024
t2921;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;01/09/2024
t2922;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;pix;28/07/2024
t2923;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;16/10/2024
t2924;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;23/09/2024
t2925;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;02/07/2024
t2926;26;Ana Pereira;Feminino;Solteiro(a);5898,85;pix;19/08/2024
t2927;27;Ana Lima;Feminino;Casado(a);9045,74;saque;19/12/2024
t2928;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;pix;27/09/2024
t2929;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;04/07/2024
t2930;30;João Lima;Masculino;Solteiro(a);9251,39;saque;21/09/2024
t2931;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;02/09/2024
t2932;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;31/10/2024
t2933;33;João Silva;Masculino;Divorciado(a);4977,08;saque;06/12/2024
t2934;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;28/07/2024
t2935;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;14/07/2024
t2936;36;Paulo Silva;Masculino;Casado(a);8762,13;pix;18/11/2024
t2937;37;Paulo Nascimento;Masculino;Casado(a);1335,42;pix;18/08/2024
t2938;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;25/09/2024
t2939;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;saque;30/08/2024
t2940;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;saque;02/07/2024
t2941;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;11/09/2024
t2942;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;pix;04/09/2024
t2943;43;Maria Lima;Feminino;Casado(a);3563,85;saque;23/08/2024
t2944;44;Pedro Costa;Masculino;Casado(a);4806,37;pix;15/09/2024
t2945;45;João Araújo;Masculino;Solteiro(a);2403,54;pix;18/07/2024
t2946;46;João Costa;Masculino;Viúvo(a);2885,35;saque;28/08/2024
t2947;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;01/09/2024
t2948;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;02/08/2024
t2949;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;22/08/2024
t2950;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;20/09/2024
t2951;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;29/07/2024
t2952;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;07/10/2024
t2953;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;16/11/2024
t2954;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;05/10/2024
t2955;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;04/10/2024
t2956;56;Ana Souza;Feminino;Divorciado(a);7224,18;pix;29/12/2024
t2957;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;15/08/2024
t2958;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;saque;08/10/2024
t2959;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;05/09/2024
t2960;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;pix;07/11/2024
t2961;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;23/11/2024
t2962;62;Ricardo Araújo;Masculino;Casado(a);7862,92;saque;05/10/2024
t2963;63;João Souza;Masculino;Casado(a);8710,4;saque;30/11/2024
t2964;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;14/12/2024
t2965;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;08/08/2024
t2966;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;17/12/2024
t2967;67;Maria Santos;Feminino;Casado(a);7073,73;pix;21/10/2024
t2968;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;28/12/2024
t2969;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;saque;29/11/2024
t2970;70;Camila Silva;Feminino;Casado(a);9404,2;saque;24/12/2024
t2971;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;10/07/2024
t2972;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;16/09/2024
t2973;73;Pedro Lima;Masculino;Casado(a);3623,33;pix;20/11/2024
t2974;74;Ana Almeida;Feminino;Divorciado(a);3513,16;saque;11/10/2024
t2975;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;saque;04/10/2024
t2976;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;12/11/2024
t2977;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;05/11/2024
t2978;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;27/10/2024
t2979;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;pix;25/11/2024
t2980;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;29/08/2024
t2981;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;24/07/2024
t2982;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;31/10/2024
t2983;83;João Santos;Masculino;Viúvo(a);3293,73;pix;09/09/2024
t2984;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;17/11/2024
t2985;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;14/11/2024
t2986;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;30/07/2024
t2987;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;29/11/2024
t2988;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;05/11/2024
t2989;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;31/10/2024
t2990;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;10/11/2024
t2991;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;27/11/2024
t2992;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;24/07/2024
t2993;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;22/08/2024
t2994;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;21/10/2024
t2995;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;22/09/2024
t2996;96;Maria Costa;Feminino;Solteiro(a);9138,77;saque;07/11/2024
t2997;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;pix;24/10/2024
t2998;98;Carlos Lima;Masculino;Solteiro(a);2153,81;pix;14/07/2024
t2999;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;05/11/2024
t3000;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;19/10/2024
t3001;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;15/07/2024
t3002;52;Maria Pereira;Masculino;Viúvo(a);1251,33;pix;20/08/2024
t3003;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;22/07/2024
t3004;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;30/09/2024
t3005;55;Ana Araújo;Feminino;Solteiro(a);2242,64;pix;27/09/2024
t3006;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;19/12/2024
t3007;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;06/07/2024
t3008;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;25/08/2024
t3009;59;Paulo Souza;Masculino;Solteiro(a);4626,61;pix;18/10/2024
t3010;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;pix;13/10/2024
t3011;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;11/10/2024
t3012;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;11/10/2024
t3013;63;João Souza;Masculino;Casado(a);8710,4;pix;18/09/2024
t3014;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;11/11/2024
t3015;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;01/07/2024
t3016;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;pix;19/10/2024
t3017;67;Maria Santos;Feminino;Casado(a);7073,73;saque;08/09/2024
t3018;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;04/10/2024
t3019;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;24/08/2024
t3020;70;Camila Silva;Feminino;Casado(a);9404,2;saque;13/12/2024
t3021;71;Ana Santos;Feminino;Viúvo(a);5536,68;saque;25/09/2024
t3022;72;Pedro Souza;Masculino;Solteiro(a);9206,39;saque;23/08/2024
t3023;73;Pedro Lima;Masculino;Casado(a);3623,33;pix;16/11/2024
t3024;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;05/12/2024
t3025;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;saque;31/08/2024
t3026;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;13/08/2024
t3027;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;02/12/2024
t3028;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;09/11/2024
t3029;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;13/10/2024
t3030;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;10/12/2024
t3031;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;28/11/2024
t3032;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;15/11/2024
t3033;83;João Santos;Masculino;Viúvo(a);3293,73;saque;20/08/2024
t3034;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;12/12/2024
t3035;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;11/12/2024
t3036;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;16/10/2024
t3037;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;23/10/2024
t3038;88;Carlos Silva;Masculino;Divorciado(a);4321,82;saque;30/08/2024
t3039;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;18/09/2024
t3040;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;saque;15/08/2024
t3041;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;25/07/2024
t3042;92;Paulo Santos;Masculino;Casado(a);7067,29;saque;20/07/2024
t3043;93;Ana Silva;Feminino;Solteiro(a);7776,95;pix;25/08/2024
t3044;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;25/12/2024
t3045;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;03/07/2024
t3046;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;14/07/2024
t3047;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;pix;08/09/2024
t3048;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;08/11/2024
t3049;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;12/07/2024
t3050;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;28/11/2024
t3051;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;08/11/2024
t3052;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;03/11/2024
t3053;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;12/11/2024
t3054;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;saque;28/11/2024
t3055;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;04/10/2024
t3056;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;11/09/2024
t3057;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;26/08/2024
t3058;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;03/12/2024
t3059;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;09/08/2024
t3060;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;24/07/2024
t3061;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;09/07/2024
t3062;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;07/09/2024
t3063;63;João Souza;Masculino;Casado(a);8710,4;saque;26/09/2024
t3064;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;saque;22/07/2024
t3065;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;10/10/2024
t3066;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;pix;13/09/2024
t3067;67;Maria Santos;Feminino;Casado(a);7073,73;saque;14/08/2024
t3068;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;11/11/2024
